0,5,15,0
1,4,14,0
2,3,13,0
3,3,12,1
4,4,11,1
5,5,10,1
6,6,9,1
7,7,8,2
8,6,7,2
9,5,7,2
10,4,6,2
11,3,5,3
12,4,6,3
13,5,7,3
14,6,8,3
15,6,9,3
16,6,10,3
17,6,11,3
18,6,12,3
19,6,13,3
20,6,14,3
21,6,15,3
22,6,16,3
23,6,17,3
24,6,18,3
25,6,19,3
26,6,20,4
27,5,21,4
28,4,22,4
29,4,23,4
30,4,24,4
31,4,25,5
32,3,26,5
33,3,27,5
34,3,28,5
35,3,29,6
36,4,28,6
37,5,27,6
38,6,27,6
39,7,26,6
40,8,25,6
41,9,25,6
42,10,25,6
43,11,25,6
44,12,25,6
45,13,25,7
46,14,24,7
47,15,23,7
48,16,23,7
49,17,23,7
50,18,23,7
51,19,23,7
52,20,24,7
53,21,24,7
54,22,23,7
55,23,23,8
56,24,22,8
57,25,21,8
58,26,20,8
59,26,19,8
60,26,18,8
61,26,17,8
62,26,16,8
63,26,15,8
64,26,14,8
65,26,13,8
66,26,12,8
67,26,11,8
68,26,10,8
69,26,9,8
70,26,8,9
71,26,7,9
72,26,6,9
73,26,5,9
74,26,4,10
75,26,5,10
76,26,6,10
77,26,7,10
78,26,8,10
79,26,9,10
80,26,10,10
81,26,11,10
82,26,12,10
83,26,13,10
84,26,14,10
85,26,15,10
86,26,16,11
87,27,17,11
88,27,18,11
89,27,19,11
90,27,20,11
91,27,21,11
92,27,22,12
93,26,21,12
94,25,20,12
95,24,19,12
96,23,18,12
97,22,17,12
98,21,16,12
99,20,16,13
100,21,15,13
101,22,14,13
102,22,13,14
103,21,14,14
104,20,15,14
105,19,16,14
106,18,17,14
107,17,18,14
108,16,19,14
109,15,20,14
110,14,21,14
111,13,22,14
112,12,23,14
113,11,24,14
114,11,25,15
115,11,25,15
116,11,25,15
117,11,25,15
118,11,25,15
119,11,25,15
120,11,25,15
121,11,25,15
122,11,25,15
123,11,25,15
124,11,25,15
125,11,25,15
126,11,25,15
127,11,25,15
128,11,25,15
129,11,25,15
130,11,25,15
131,11,25,15
132,11,25,15
133,11,25,15
134,11,25,15
135,11,25,15
136,11,25,15
137,11,25,15
138,11,25,15
139,11,25,15
140,11,25,15
141,11,25,15
142,11,25,15
143,11,25,15
144,11,25,15
145,11,25,15
146,11,25,15
147,11,25,15
148,11,25,15
149,11,25,15
150,11,25,15
151,11,25,15
152,11,25,15
153,11,25,15
154,11,25,15
155,11,25,15
156,11,25,15
157,11,25,15
158,11,25,15
159,11,25,15
160,11,25,15
161,11,25,15
162,11,25,15
163,11,25,15
164,11,25,15
165,11,25,15
166,11,25,15
167,11,25,15
168,11,25,15
169,11,25,15
170,11,25,15
171,11,25,15
172,11,25,15
173,11,25,15
174,11,25,15
175,11,25,15
176,11,25,15
177,11,25,15
178,11,25,15
179,11,25,15
180,11,25,15
181,11,25,15
182,11,25,15
183,11,25,15
184,11,25,15
185,11,25,15
186,11,25,15
187,11,25,15
188,11,25,15
189,11,25,15
190,11,25,15
191,11,25,15
192,11,25,15
193,11,25,15
194,11,25,15
195,11,25,15
196,11,25,15
197,11,25,15
198,11,25,15
199,11,25,15
200,11,25,15
